"category_name","universe","department","family","brand","product_nature","model_code","used_sizeguide_pageviews","used_sizeguide_order","used_sizeguide_quantity","used_sizeguide_turnover","used_sizeguide_return_quantity"
"CLOTHING","CLIMBING CANYON","CLIMBING MOUNTA","CLIMBING CLOTH","SIMOND","BERMUDA SHORTS",8586254,"15",12,"16","194.91000000000003","7"
"CLOTHING","CLIMBING CANYON","CLIMBING MOUNTA","CANYON GEAR","SIMOND","NEOPRENE GLOVES",8550897,"15",10,"12","378.89000000000004","1"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","W RIDING WEAR","FOUGANZA","SHORT-SLEEVED POLO SHIRT",8800322,"15",36,"38","394.7700000000001","15"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","HORSE RIDING SO","FOUGANZA","SOCKS",8579097,"15",17,"16","97.86","2"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","CW ACC. ADULT","FOUGANZA","SOCKS",8546905,"15",10,"12","80.91","3"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W. COLLECTION","DOMYOS","SHORTS",8614942,"15",7,"7","31.96","3"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W BRA","DOMYOS","BRA",8643083,"15",32,"31","424.8300000000001","14"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN SHORT TK","ADIDAS","SHORTS",8624227,"15",58,"66","1033.5900000000001","25"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","MAN TS SHORT","DOMYOS","T-SHIRT",8666773,"15",25,"28","270.77000000000004","5"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W. COLLECTION","DOMYOS","LEGGINGS",8651843,"15",7,"7","29.98","5"
"CLOTHING","FITNESS WELLNES","GYMNASTICS ACCR","WOMEN'S GYM APP","DOMYOS","LEOTARD",8596036,"15",8,"7","35.96","3"
"CLOTHING","HIKING TREKKING","HIKING TREK GEA","MOUNT HIKE SOCK","QUECHUA","SOCKS",8803951,"15",45,"47","683.6200000000002","9"
"CLOTHING","HIKING TREKKING","HIKING TREK GEA","SNOW HIKE SOCK","QUECHUA","SOCKS",8526160,"15",34,"39","454.6500000000001","4"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","LIGHT CLOTHING","SOLOGNAC","T-SHIRT",8669600,"15",39,"52","383.6100000000001","13"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","LIGHT CLOTHING","SOLOGNAC","BERMUDA SHORTS",8355977,"15",61,"68","914.5500000000003","23"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","JR CLOTHING","SOLOGNAC","BERMUDA SHORTS",8641109,"15",14,"18","113.86999999999999","5"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","LIGHT CLOTHING","SOLOGNAC","TROUSERS",8590135,"15",16,"16","449.91","7"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","VESTS","SOLOGNAC","SLEEVELESS JACKET",8339147,"15",8,"7","209.94000000000003","1"
"CLOTHING","CYCLING UNIVERS","KID CYCLING AND","CITY JR WET WEA","BTWIN","JACKET",8561479,"15",7,"7","199.95000000000002","2"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","TSHIRT SHORT BO","DOMYOS","JACKET",962289,"15",6,"6","39.96","2"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GARM MID-SE RDM","VAN RYSEL","JERSEY",8786196,"15",25,"23","469.89000000000004","12"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR SUM RD M","TRIBAN","PADDED CYCLING SHORTS",8610958,"15",4,"5","163.96","1"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR SUM RD M","TRIBAN","PADDED CYCLING SHORTS",8610957,"15",3,"4","59.980000000000004","2"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN WARM WTHR","KIPRUN","TANK TOP",8773250,"15",40,"39","404.73000000000013","12"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","KIDS ATHL CLOTH","KIPRUN","LONG-SLEEVED T-SHIRT",8582345,"15",23,"23","127.82999999999998","6"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","OCC W BREATH T","KALENJI","RUNNING MID TIGHT",8820453,"15",90,"96","996.3100000000004","27"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","ADULT RUN SOCKS","KIPRUN","SOCKS",8588667,"15",17,"18","109.84999999999998","3"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","M SAILWEAR","TRIBORD","TROUSERS",8512328,"15",15,"23","659.7800000000001","1"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","M SAIL JACKETS","TRIBORD","ANORAK",8562774,"15",23,"25","465.89000000000004","14"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","CHIL FR SK CLOT","WEDZE","SKI TROUSERS",8737939,"15",14,"18","899.9","8"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","M SKI CLOT OCC","WEDZE","SKI PANTS",8563077,"15",32,"37","1249.75","12"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","WOM FR SK CLOTH","WEDZE","SKI PANTS",8646047,"15",19,"26","1279.84","10"
"CLOTHING","WATER SPORTS UN","SNORKELING SCUB","SPF SUITS >25","SUBEA","NEOPRENE TROUSERS",8561466,"15",12,"15","419.93","8"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","UNDER TS SR","KIPSTA","BASE LAYER",8650794,"15",42,"42","683.6200000000002","4"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","JR HOT WEATHER","KIPSTA","LONG-SLEEVED T-SHIRT",8643495,"15",32,"34","299.7500000000001","9"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIMMING COSTUME",8790212,"15",17,"19","257.89000000000004","8"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIMSUIT TOP",8771907,"15",33,"38","224.85000000000005","23"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","GIRL'S SWIMSUIT","NABAIJI","SWIMMING COSTUME",8577179,"15",10,"12","107.93999999999998","6"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","BOY'S SWIMSUITS","NABAIJI","SWIMMING TRUNKS",8586543,"15",4,"4","32.97","1"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIMMING COSTUME",8601790,"15",3,"3","39.98","1"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","OPENWATER SWIM","NABAIJI","NEOPRENE SUIT",8394344,"15",6,"6","399.96","2"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W JACKETS NH","QUECHUA","JACKET",8611945,"15",12,"12","143.92","4"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MT WINDBREAK","FORCLAZ","SOFT SHELL JACKET",8608095,"15",23,"28","879.89","17"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W SWEATS NH","QUECHUA","PULLOVER",8664864,"15",49,"52","575.6600000000002","18"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W SNOW HIKE L3","QUECHUA","PARKA",8773645,"15",25,"25","1499.88","13"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MT WINDBREAK","FORCLAZ","SOFTSHELL",8370296,"15",25,"29","1019.83","11"
"CLOTHING","WINTER SPORTS U","ICE SKATING ICE","AD FIG CLOTHES","AXELYS","LONG-SLEEVED T-SHIRT",8731686,"14",15,"16","199.92000000000002","8"
"CLOTHING","WINTER SPORTS U","ICE SKATING ICE","JR FIG CLOTHES","AXELYS","SKIRT",8561409,"14",15,"17","116.90999999999998","8"
"CLOTHING","GOLF UNIVERS","GOLF","JR GOLF OUTFIT","INESIS","BERMUDA SHORTS",8561981,"14",22,"26","359.80000000000007","6"
"CLOTHING","GOLF UNIVERS","GOLF","W GOLF SHORTS","INESIS","BERMUDA SHORTS",8577859,"14",40,"46","439.78000000000014","24"
"CLOTHING","GOLF UNIVERS","GOLF","W WARM W CLOTH","INESIS","SHORT-SLEEVED POLO SHIRT",8615752,"14",14,"16","131.86999999999998","3"
"CLOTHING","FITNESS WELLNES","YOGA","MAN YOGA","KIMJALY","SHORTS",8675874,"14",14,"14","214.87000000000003","1"
"CLOTHING","FITNESS WELLNES","DANCES","URBAN DANCE","STAREVER","SWEATSHIRT",8615827,"14",9,"9","174.93","2"
"CLOTHING","RACKETS SPORTS","TENNIS","ADULT SOCKS","ARTENGO","SOCKS",8584594,"14",40,"51","587.5100000000002","2"
"CLOTHING","RACKETS SPORTS","TENNIS","TENNIS AW APP M","ARTENGO","SHORTS",8641207,"14",7,"7","25.950000000000003","2"
"CLOTHING","RACKETS SPORTS","TENNIS","TENNIS AW APP M","ARTENGO","JACKET",8545214,"14",24,"25","514.7900000000001","4"
"CLOTHING","RACKETS SPORTS","TENNIS","TENNIS AW APP M","ARTENGO","T-SHIRT",8734625,"14",16,"22","239.84","6"
"CLOTHING","RACKETS SPORTS","TENNIS","ADULT SOCKS","ARTENGO","SOCKS",8606276,"14",15,"16","167.85999999999999","2"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","SHORT&TS TWBOY","QUECHUA","T-SHIRT",8789370,"14",67,"68","455.43000000000023","11"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","CSH TEXTIL KID","QUECHUA","JACKET",8640498,"14",6,"7","89.95","2"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","LAYER 2 TWBOY","QUECHUA","PADDED JACKET",8645546,"14",23,"26","252.82000000000002","8"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","MEN FAST HIKE","QUECHUA","SHORTS",8655403,"14",53,"64","719.7600000000001","40"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M PANTS/TS NH","QUECHUA","T-SHIRT",8785175,"14",95,"110","869.2300000000004","33"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MOUNT HIKE L2","QUECHUA","FLEECE",8753699,"14",24,"24","549.7800000000001","2"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M MT PADDEDJACK","FORCLAZ","DOWN JACKET",8666109,"14",20,"22","899.91","13"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M JACKETS NH","QUECHUA","JACKET",8609692,"14",4,"6","49.98","4"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","GIRL'S SWIMSUIT","OLAIAN","BIKINI BOTTOM",8789337,"14",28,"34","171.81","15"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM BEG SSUIT","OLAIAN","BIKINI BOTTOM",8789128,"14",20,"24","99.89999999999998","14"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","MEN'S INTERM BS","OLAIAN","BOARDSHORTS",8669189,"14",11,"12","73.95","7"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","GIRL'S SWIMSUIT","OLAIAN","SWIMMING COSTUME",8789368,"14",24,"27","123.83999999999997","11"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM BEG SSUIT","OLAIAN","BIKINI TOP",8738879,"14",35,"41","214.75000000000003","16"
"CLOTHING","TEAMSPORTS UNIV","BASKETBALL / NE","JUNIOR BASKETBA","TARMAK","TANK TOP",8802233,"14",28,"31","329.7800000000001","9"
"CLOTHING","TEAMSPORTS UNIV","BASKETBALL / NE","JUNIOR BASKETBA","TARMAK","SHORTS",8773796,"14",20,"21","169.83","4"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","COMPETITION GEA","FOUGANZA","OVERTROUSERS",8325236,"14",17,"21","672.86","7"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","MAN TS SHORT","DOMYOS","SHORTS",8645060,"14",33,"38","309.7600000000001","14"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","DOMYOS","SOCKS",8562654,"14",36,"35","237.66000000000008","1"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W. COLLECTION","DOMYOS","TANK TOP",8774463,"14",20,"26","177.84000000000003","10"
"CLOTHING","HIKING TREKKING","HIKING TREK GEA","MOUNT HIKE SOCK","QUECHUA","SOCKS",8786250,"14",48,"50","293.58000000000004","8"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","JR CLOTHING","SOLOGNAC","T-SHIRT",8366808,"14",33,"34","177.53000000000003","7"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","JR CLOTHING","SOLOGNAC","BERMUDA SHORTS",8644642,"14",9,"12","63.92","4"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","SWEATERS","SOLOGNAC","PULLOVER",8751672,"14",27,"27","274.86","13"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","-","SOLOGNAC","FLEECE",8513557,"14",17,"20","799.86","6"
"CLOTHING","CYCLING UNIVERS","KID CYCLING AND","JR COLD MTB ROA","BTWIN","LONGJOHNS",8542668,"14",24,"30","359.80000000000007","10"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","SWEAT JACKET PA","DOMYOS","SWEATSHIRT",8646454,"14",6,"6","99.96","2"
"CLOTHING","CYCLING UNIVERS","MTB BIKES AND E","M WARM HIKG AM","ROCKRIDER","SHORT-SLEEVE JERSEY",8736698,"14",9,"11","138.93","4"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","RAIN WIN CUT RD","VAN RYSEL","WINDBREAKER",8589015,"14",9,"10","319.92","2"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","GAR SUM RD W","VAN RYSEL","SHORT-SLEEVE JERSEY",8667981,"14",21,"26","154.91","16"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","KIDS ATHL CLOTH","KIPRUN","JACKET",8582355,"14",21,"25","654.8100000000001","6"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","M TRAIL CLOTHES","KIPRUN","T-SHIRT",8767405,"14",22,"25","384.7900000000001","4"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN WARM WTHR","KIPRUN","RUNNING LONG TIGHT",8664416,"14",25,"28","539.82","10"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","M RUN UNDERWEAR","KALENJI","BOXER SHORTS",8772889,"14",171,"265","1298.630000000001","28"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","OCC M WARM WTHR","KALENJI","SHORTS",8773699,"14",119,"127","1104.1100000000004","38"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","M RUN WARM WTHR","KIPRUN","T-SHIRT",8774047,"14",10,"11","269.90999999999997","2"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN WARM WTHR","KIPRUN","LONG-SLEEVED T-SHIRT",8750981,"14",60,"63","1019.4900000000004","12"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W TRAIL CLOTHES","EVADICT","T-SHIRT",8737288,"14",9,"13","169.93","6"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","JR SAIL FLEECE","TRIBORD","FLEECE",8510442,"14",45,"46","769.6500000000002","11"
"CLOTHING","WATER SPORTS UN","SAILING WINDSUR","JR SAILWEAR","TRIBORD","SHORTS",8731019,"14",37,"41","459.7200000000001","13"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","M SKI CLOT REG","WEDZE","JACKET",8755390,"14",9,"11","1039.92","3"
"CLOTHING","WINTER SPORTS U","SKI FREESKI SNO","MEN SNB CLTHG","DREAMSCAPE","SKI PANTS",8600855,"14",10,"11","1439.92","3"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","WOMEN FOOT TEXT","KIPSTA","SHORTS",8595673,"14",10,"9","27.96","5"
"CLOTHING","TEAMSPORTS UNIV","SOCCER / FUTSAL","GOALKEEPER","KIPSTA","SHORTS",8562172,"14",23,"26","96.88999999999999","15"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","AQUAGYM AQUABIK","NABAIJI","SWIMSUIT TOP",8677358,"14",4,"4","19.99","3"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","W'S SWIMSUITS","NABAIJI","SWIMMING COSTUME",8789029,"14",4,"8","24.99","7"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","BOY'S SWIMSUITS","NABAIJI","SWIMMING JAMMER",8601752,"14",21,"23","254.83","6"
"CLOTHING","WATER SPORTS UN","SWIMMING AQUAGY","M'S SWIMSUITS","NABAIJI","SWIMMING JAMMER",8524269,"14",5,"5","299.98","3"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W SHORT/TANK NH","QUECHUA","SHORTS",8731951,"14",35,"37","287.7800000000001","15"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W MH L1 WARM W","QUECHUA","TANK TOP",8612446,"14",3,"3","9.98","1"
"CLOTHING","HIKING TREKKING","WOMEN HIKING AN","W PANTS/TS NH","QUECHUA","TROUSERS",8554807,"14",27,"31","659.7800000000001","9"
"CLOTHING","TEAMSPORTS UNIV","VOLLEYBALL","VOLLEYBALL APPA","ALLSIX","SOCKS",966434,"13",15,"18","50.84","2"
"CLOTHING","RACKETS SPORTS","BADMINTON SQUAS","MENS BADMINTON","PERFLY","SHORTS",8647964,"13",22,"23","274.78000000000003","1"
"CLOTHING","GOLF UNIVERS","GOLF","M PULL POLO LS","INESIS","PULLOVER",8538987,"13",13,"15","439.89000000000004","4"
"CLOTHING","GOLF UNIVERS","GOLF","W WARM W CLOTH","INESIS","SKIRT",8785672,"13",52,"57","1098.5900000000001","16"
"CLOTHING","GOLF UNIVERS","GOLF","WOMEN GOLF PULL","INESIS","PULLOVER",8750399,"13",23,"21","307.82000000000005","3"
"CLOTHING","GOLF UNIVERS","GOLF","M WARM W CLOTH","INESIS","SHORT-SLEEVED POLO SHIRT",8587843,"13",12,"14","269.91","5"
"CLOTHING","FITNESS WELLNES","YOGA","MAN YOGA","KIMJALY","TANK TOP",8668919,"13",15,"18","167.88","6"
"CLOTHING","RACKETS SPORTS","TENNIS","TENNIS AW APP M","ARTENGO","SHORT-SLEEVED POLO SHIRT",8646166,"13",26,"27","314.7900000000001","6"
"CLOTHING","RACKETS SPORTS","TENNIS","ADULT SOCKS","ARTENGO","SOCKS",8563098,"13",37,"49","281.53000000000003","2"
"CLOTHING","RACKETS SPORTS","TENNIS","TENNIS AW APP M","ARTENGO","SHORTS",8655561,"13",43,"42","319.6800000000001","10"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","SHORT&TS TWBOY","QUECHUA","SHORTS",8806724,"13",27,"29","299.8","9"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","LAYER1/3 KIDBOY","QUECHUA","T-SHIRT",8664532,"13",46,"52","300.57000000000016","9"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","LAYER 2 TWBOY","QUECHUA","SOFTSHELL",8749590,"13",20,"22","419.88000000000005","10"
"CLOTHING","HIKING TREKKING","JUNIOR HIKING","GIRL SH OUTFIT","QUECHUA","JACKET",8739062,"13",17,"18","327.87","4"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M SHORTS NH","QUECHUA","SHORTS",8771489,"13",89,"111","659.3400000000004","45"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M TT APP OUTFIT","FORCLAZ","LONG-SLEEVED SHIRT",8492942,"13",20,"27","339.83000000000004","10"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M PANTS/TS NH","QUECHUA","T-SHIRT",8736446,"13",111,"121","989.0600000000006","27"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M L1 SH PANT","QUECHUA","FLEECE",8738651,"13",15,"14","419.88000000000005","2"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","M SH FLEECE","QUECHUA","FLEECE",8749774,"13",18,"20","279.92","12"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","LOW CO2 IMPACT","FORCLAZ","SWEATSHIRT",8668293,"13",8,"8","629.93","1"
"CLOTHING","HIKING TREKKING","MEN HIKING AND","ARCTIC OUTFIT","FORCLAZ","PARKA",8562266,"13",6,"7","699.98","5"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","GIRL'S SWIMSUIT","OLAIAN","BIKINI TOP",8677640,"13",9,"11","14.940000000000001","5"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","MEN'S BS BEGIN","OLAIAN","BOARDSHORTS",8789614,"13",124,"130","609.2100000000002","51"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","BOY'S BOARDSHT","OLAIAN","BOARDSHORTS",8670252,"13",15,"16","150.87","3"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","BOY'S BOARDSHT","OLAIAN","BOARDSHORTS",8670263,"13",26,"30","221.82000000000002","12"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","WM CONF SSUIT","OLAIAN","BIKINI TOP",8789190,"13",56,"62","279.8","42"
"CLOTHING","WATER SPORTS UN","SURF BODYBOARD","MEN'S BS BEGIN","OLAIAN","BOARDSHORTS",8776677,"13",22,"23","207.84000000000003","7"
"CLOTHING","TEAMSPORTS UNIV","BASKETBALL / NE","MAN BASKETBALL","TARMAK","UNDERSHORTS",8409308,"13",15,"17","149.85","2"
"CLOTHING","TEAMSPORTS UNIV","BASKETBALL / NE","JUNIOR BASKETBA","TARMAK","SHORTS",8773819,"13",23,"24","254.83000000000007","7"
"CLOTHING","TEAMSPORTS UNIV","BASKETBALL / NE","JUNIOR BASKETBA","TARMAK","SHORTS",8586397,"13",25,"27","344.7700000000001","4"
"CLOTHING","TEAMSPORTS UNIV","BASKETBALL / NE","NBA LAYER 0 M","TARMAK","BASE LAYER",8734063,"13",14,"18","182.88","6"
"CLOTHING","FITNESS WELLNES","BOXING FIGHTING","BOXING APPARELS","OUTSHOCK","SHORTS",967825,"13",6,"7","69.96000000000001","3"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","JR RIDING WEAR","FOUGANZA","LONG-SLEEVED POLO SHIRT",8500884,"13",10,"13","179.88000000000002","1"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","MEN RIDING WEAR","FOUGANZA","SHORT-SLEEVED POLO SHIRT",8664091,"13",26,"25","205.86000000000004","11"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","RIDING WEAR WIN","FOUGANZA","SLEEVELESS JACKET",8752047,"13",19,"19","719.88","6"
"CLOTHING","HORSE RIDING UN","EQUESTRIAN SPOR","CW JR WEAR","FOUGANZA","JACKET",8579940,"13",66,"78","3049.389999999998","17"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","FIT SOCKS","DOMYOS","SOCKS",8353156,"13",22,"26","135.76999999999998","3"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","DOMYOS","LEGGINGS",8739137,"13",17,"16","116.90999999999998","7"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN SHORT TK","DOMYOS","SHORTS",8665586,"13",21,"20","79.89","9"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W BRA","DOMYOS","SPORTS BRA",8775828,"13",8,"6","99.94999999999999","1"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","DOMYOS","T-SHIRT",8736399,"13",19,"33","127.43","16"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W. COLLECTION","DOMYOS","LEGGINGS",8801715,"13",7,"7","79.96","3"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","WOMAN TS LEGG","DOMYOS","LEGGINGS",8645751,"13",6,"4","65.97","1"
"CLOTHING","FITNESS WELLNES","FITNESS TRAININ","W ESSENTIAL","DOMYOS","LEGGINGS",8755268,"13",9,"9","65.94","3"
"CLOTHING","FITNESS WELLNES","GYMNASTICS ACCR","WOMEN'S GYM APP","DOMYOS","TANK TOP",8648602,"13",9,"10","29.950000000000003","5"
"CLOTHING","HIKING TREKKING","HIKING TREK GEA","MOUNT HIKE SOCK","QUECHUA","SOCKS",8758916,"13",19,"26","481.7800000000001","4"
"CLOTHING","HIKING TREKKING","HIKING TREK GEA","TROPICAL TREK","FORCLAZ","LONG-SLEEVED T-SHIRT",8586862,"13",24,"30","509.83000000000004","13"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","SHIRTS/ VESTS","SOLOGNAC","LONG-SLEEVED SHIRT",8739116,"13",3,"3","129.98","1"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","LIGHT CLOTHING","SOLOGNAC","TROUSERS",8808362,"13",7,"8","87.96","4"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","FLEECES","SOLOGNAC","FLEECE",8644262,"13",16,"16","285.87000000000006","3"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","WELLIES ACCESS","SOLOGNAC","SOCKS",8588906,"13",31,"40","422.6300000000001","3"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","JR CLOTHING","SOLOGNAC","T-SHIRT",8641904,"13",9,"8","29.950000000000003","3"
"CLOTHING","HUNTING AND SHO","HUNTING AND SHO","WATERFOWL CLOTH","SOLOGNAC","JACKET",8494783,"13",10,"9","349.93","2"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","SWEAT JACKET PA","DOMYOS","TROUSERS",8612504,"13",38,"61","563.5000000000002","10"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","AWAKEN SPORT AP","DOMYOS","SHORTS",8669489,"13",48,"53","174.65000000000003","18"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","AWAKEN SPORT AP","DOMYOS","LEGGINGS",8664382,"13",29,"30","138.75000000000003","5"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","TSHIRT SHORT GI","DOMYOS","SHORTS",8648539,"13",53,"63","297.54000000000013","17"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","AWAKEN SPORT AP","DOMYOS","TROUSERS",8669469,"13",34,"36","197.72000000000003","8"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","TSHIRT SHORT GI","DOMYOS","SPORTS BRA",8646519,"13",39,"52","203.23000000000002","15"
"CLOTHING","FITNESS WELLNES","KIDS SPORTIVE E","TRACKSUIT GIRL","DOMYOS","TRACKSUIT",8648591,"13",15,"17","279.86","3"
"CLOTHING","CYCLING UNIVERS","MTB BIKES AND E","W WARM WEA HIKG","ROCKRIDER","SHORT-SLEEVE JERSEY",8618899,"13",51,"52","351.73","25"
"CLOTHING","CYCLING UNIVERS","ROAD BIKE AND E","WINTER RD SOCKS","VAN RYSEL","SOCKS",8596978,"13",48,"59","431.46000000000015","5"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","M RUN COLD","KIPRUN","LONG-SLEEVED T-SHIRT",8642362,"13",7,"6","139.96","2"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","KIDS ATHL CLOTH","KIPRUN","RUNNING LONG TIGHT",8643818,"13",23,"26","399.80000000000007","6"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","KIDS ATHL CLOTH","KIPRUN","T-SHIRT",8751152,"13",32,"34","239.80000000000007","14"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG M COLD WTHR","KALENJI","JACKET",8551900,"13",34,"36","716.7000000000002","6"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","REG W COLD WTHR","KALENJI","SWEATSHIRT",8750026,"13",32,"39","1049.7","9"
"CLOTHING","RUNNING WALKING","RUNNING TRAIL A","W RUN COLD","KIPRUN","RUNNING LONG TIGHT",8758645,"13",82,"91","2559.2","11"
